generator,noise,strategy,repeats,max_steps,seed,attempt,stop_reason,abs_err_x,uncert,final_entropy,measurements,expected_uniform_points,sobol_baseline_steps,sobol_difference,steps_to_fb,err_fb_at_milestone,err_fc_at_milestone,fc_at_milestone,overall_uncert_at_milestone,final_err_fb,final_err_fc,final_overall_uncert,final_steps,err_fb_diff,err_fc_diff,duration_ms,sweep_steps,locator_steps,dips_detected,total_dip_width,min_dip_width,expected_focused_points,sweep_efficiency,measurements_done,acquisition_lo,acquisition_hi,sobol_freq_steps,sobol_conv_diff
NVCenter-lorentzian,Poisson(3000.0),SimpleSobol,6,10,123,1,locator_stop,75729487.88101387,135126098.99044037,71.50510918550647,10,103.62176165803261,,93.62176165803261,,,,,,75729487.88101387,1126143.4951265082,23965855.7541507,10,,,465.8575000066776,0,10,,,,,,,,,,
NVCenter-lorentzian,Poisson(3000.0),SimpleSobol,6,10,123,2,locator_stop,132962402.746212,134898245.33462524,71.45509335860109,10,105.53562005277468,,95.53562005277468,,,,,,132962402.746212,3093415.37229429,23910947.81044263,10,,,671.4599000115413,0,10,,,,,,,,,,
NVCenter-lorentzian,Poisson(3000.0),SimpleSobol,6,10,123,3,locator_stop,4831269.103896141,135327935.21881104,71.50416348468639,10,59.60953800298176,,49.60953800298176,,,,,,4831269.103896141,3408637.3598068138,23980523.799124878,10,,,607.9917999886675,0,10,,,,,,,,,,
NVCenter-lorentzian,Poisson(3000.0),SimpleSobol,6,10,123,4,locator_stop,191809501.14623308,134667441.24889374,71.48870454252437,10,30.463061690784524,,20.463061690784524,,,,,,191809501.14623308,1690411.778055382,23886825.760507386,10,,,552.8339000011329,0,10,,,,,,,,,,
NVCenter-lorentzian,Poisson(3000.0),SimpleSobol,6,10,123,5,locator_stop,214036637.68969727,136639952.65960693,71.54926164387051,10,42.01470588235361,,32.01470588235361,,,,,,214036637.68969727,308495.1934648622,24214712.301352885,10,,,532.635499999742,0,10,,,,,,,,,,
NVCenter-lorentzian,Poisson(3000.0),SimpleSobol,6,10,123,6,locator_stop,167523424.46375895,135921284.55638885,71.5147909311338,10,60.87975646879854,,50.87975646879854,,,,,,167523424.46375895,3154778.789914661,24105565.199665595,10,,,251.91190000623465,0,10,,,,,,,,,,
NVCenter-voigt,Poisson(3000.0),SimpleSobol,6,10,123,1,locator_stop,75730787.91667604,136021867.39444733,71.16803136070183,10,44.74049217002254,,34.74049217002254,,,,,,75730787.91667604,5568042.745621834,24004763.350685686,10,,,1132.6996999996481,0,10,,,,,,,,,,
NVCenter-voigt,Poisson(3000.0),SimpleSobol,6,10,123,2,locator_stop,80603579.79249573,135248899.45983887,71.14323877725822,10,81.13184584178401,,71.13184584178401,,,,,,80603579.79249573,5609408.648460589,23893447.735593766,10,,,614.1134999925271,0,10,,,,,,,,,,
NVCenter-voigt,Poisson(3000.0),SimpleSobol,6,10,123,3,locator_stop,4929838.728761673,134744077.9209137,71.15687624376898,10,1249.937500000396,,1239.937500000396,,,,,,4929838.728761673,3495841.4965960085,23809133.157922473,10,,,753.2195000094362,0,10,,,,,,,,,,
NVCenter-voigt,Poisson(3000.0),SimpleSobol,6,10,123,4,locator_stop,169437809.82246828,136906445.0263977,71.2274381008408,10,86.01720430107376,,76.01720430107376,,,,,,169437809.82246828,2960949.547980506,24175953.040346686,10,,,619.9555999919539,0,10,,,,,,,,,,
NVCenter-voigt,Poisson(3000.0),SimpleSobol,6,10,123,5,locator_stop,149104068.38643408,135760918.25962067,71.18873504203643,10,72.06846846846744,,62.068468468467444,,,,,,149104068.38643408,3206355.6907286476,23972041.399793357,10,,,293.5520000028191,0,10,,,,,,,,,,
NVCenter-voigt,Poisson(3000.0),SimpleSobol,6,10,123,6,locator_stop,56338904.448774815,135750412.940979,71.17520253453189,10,34.87183958151711,,24.871839581517108,,,,,,56338904.448774815,4590289.458036666,23979073.21880145,10,,,860.5336000036914,0,10,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,1,locator_stop,218739329.32312202,24999999.720603224,-14.360798835754395,3000,103.62176165803261,10000.0,-2896.3782383419675,,,,,,218739329.32312202,1405389.9547617212,5318000.0268352665,3000,,,304034.6157000022,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,2,locator_stop,368969824.954998,24999999.720603224,-13.264724731445312,3000,105.53562005277468,10000.0,-2894.464379947225,,,,,,368969824.954998,167936.8244827818,5318000.171818397,3000,,,296742.7517999895,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,3,locator_stop,18174037.05776882,24999999.720603224,-14.978662490844727,3000,59.60953800298176,10000.0,-2940.390461997018,,,,,,18174037.05776882,6251966.998049535,5317999.989566717,3000,,,300170.3761999961,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,4,locator_stop,38220912.5707984,24999999.72060325,-14.139848709106376,3000,30.463061690784524,10000.0,-2969.5369383092157,,,,,,38220912.5707984,1270682.1543348087,5318000.042161302,3000,,,289938.39489998936,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,5,locator_stop,17757827.188598633,24999999.720603224,-14.825470924377441,3000,42.01470588235361,10000.0,-2957.9852941176464,,,,,,17757827.188598633,2665831.356985675,5317999.996189113,3000,,,292619.2674000049,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,6,locator_stop,267845868.86524343,25001434.217472672,-13.884013114583285,3000,60.87975646879854,10000.0,-2939.1202435312016,,,,,,267845868.86524343,5131542.8835635865,5320782.589632522,3000,,,287089.40870000515,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,7,locator_stop,30943967.158075333,25001527.336067878,-13.638638354481174,3000,40.60710659898505,10000.0,-2959.392893401015,,,,,,30943967.158075333,2013902.9729031771,5323960.808919458,3000,,,280874.0306999971,0,3000,,,,,,,,,122.0,9878.0
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,8,locator_stop,137166441.88964415,25653195.87336804,-13.325422904531376,3000,165.28099173553645,10000.0,-2834.7190082644634,,,,,,137166441.88964415,830228.9262147071,5647171.356741131,3000,,,264854.53559999587,0,3000,,,,,,,,,79.0,9921.0
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,9,locator_stop,246183579.43401766,25000001.27912786,-13.483189393217893,3000,170.93162393162942,10000.0,-2829.0683760683705,,,,,,246183579.43401766,6226855.925306577,5318001.465253351,3000,,,279428.9310999884,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,10,locator_stop,142766057.73912096,24999999.7206119,-14.686526298525633,3000,110.79778393351425,10000.0,-2889.2022160664856,,,,,,142766057.73912096,3542467.356950878,5318000.030820129,3000,,,253158.05470000487,0,3000,,,,,,,,,4660.0,5340.0
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,11,locator_stop,314663410.45254564,24999999.720603224,-12.922818183898926,3000,63.18799368088408,10000.0,-2936.812006319116,,,,,,314663410.45254564,4912294.150003302,5318000.262123994,3000,,,259797.33210000268,0,3000,,,,,,,,,2293.0,7707.0
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,12,locator_stop,143481743.55565882,24999999.720603224,-14.554058074951172,3000,48.30676328502533,10000.0,-2951.693236714975,,,,,,143481743.55565882,1472616.1533824392,5318000.010727028,3000,,,261591.27210000588,0,3000,,,,,,,,,4102.0,5898.0
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,13,locator_stop,22051914.837400913,24999999.720603224,-13.048723220825195,3000,62.889937106918175,10000.0,-2937.1100628930817,,,,,,22051914.837400913,1440955.6505050696,5318000.225152603,3000,,,260468.07610000542,0,3000,,,,,,,,,1642.0,8358.0
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,14,locator_stop,302337742.0232363,51289152.68267193,-13.339707359654593,3000,93.45327102803547,10000.0,-2906.5467289719645,,,,,,302337742.0232363,2156222.792172859,10605920.483056033,3000,,,263219.4177999918,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,15,locator_stop,31075489.087189198,24999999.720603224,-14.181221008300781,3000,45.09357384441912,10000.0,-2954.906426155581,,,,,,31075489.087189198,5936079.873598659,5318000.038369076,3000,,,256473.9622000052,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,16,locator_stop,110152579.63715506,25000118.48696261,-14.20269848712162,3000,45.764302059496295,10000.0,-2954.2356979405035,,,,,,110152579.63715506,2119983.769060254,5318037.72828505,3000,,,259335.00790000835,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,17,locator_stop,338755400.5859628,28684736.445571594,-14.18865208441531,3000,147.59409594095203,10000.0,-2852.4059040590478,,,,,,338755400.5859628,4302609.821422622,6081561.66644458,3000,,,243150.01199999824,0,3000,,,,,,,,,28.0,9972.0
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,18,locator_stop,50323503.124846935,24999999.720603224,-14.953594207763672,3000,119.39701492536821,10000.0,-2880.6029850746318,,,,,,50323503.124846935,4184947.998407703,5318000.022995329,3000,,,256487.63940000208,0,3000,,,,,,,,,3943.0,6057.0
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,19,locator_stop,102920782.73969412,61117234.43299531,-14.504344126539912,3000,38.34899328859059,10000.0,-2961.6510067114095,,,,,,102920782.73969412,914556.3452106351,12809908.239980523,3000,,,259323.56360000267,0,3000,,,,,,,,,26.0,9974.0
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,20,locator_stop,24243668.42447138,24999999.720603224,-14.664819717407227,3000,38.09333333333367,10000.0,-2961.9066666666663,,,,,,24243668.42447138,1928486.9719768753,5318000.004334431,3000,,,262385.96840000537,0,3000,,,,,,,,,6632.0,3368.0
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,21,locator_stop,198065580.94398594,25061144.510385945,-13.273463504061358,3000,52.90740740740661,10000.0,-2947.0925925925935,,,,,,198065580.94398594,2343030.7679157616,5488769.095798357,3000,,,262831.2700999959,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,22,locator_stop,135796489.72679663,25135331.886384707,-12.768943712679336,3000,52.977483443707634,10000.0,-2947.0225165562924,,,,,,135796489.72679663,276434.36883668974,5415773.971101038,3000,,,264567.7182000072,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,23,locator_stop,291651405.4175806,25808911.353187967,-12.501761201727195,3000,46.67211201867011,10000.0,-2953.3278879813297,,,,,,291651405.4175806,1737349.7935424494,5618932.558301723,3000,,,271657.2337000107,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,24,locator_stop,295194976.4040661,24999999.720603224,-14.12967586517334,3000,63.79266347687253,10000.0,-2936.2073365231277,,,,,,295194976.4040661,4560712.954538586,5318000.043061906,3000,,,243992.85729999247,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,25,locator_stop,14274693.537246704,24999999.720603224,-10.958940505981445,3000,177.76888888888382,10000.0,-2822.231111111116,,,,,,14274693.537246704,4393559.464151195,5318002.178114968,3000,,,285082.82920000784,0,3000,,,,,,,,,70.0,9930.0
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,26,locator_stop,108619802.57246017,24999999.720603224,-11.954261779785156,3000,128.19871794872205,10000.0,-2871.801282051278,,,,,,108619802.57246017,3570548.1217082553,5318000.772932919,3000,,,264342.85070000624,0,3000,,,,,,,,,75.0,9925.0
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,27,locator_stop,14420549.41758871,24999999.720603224,-13.274711608886719,3000,124.2173913043499,10000.0,-2875.78260869565,,,,,,14420549.41758871,1098886.7517550616,5318000.169394473,3000,,,254692.98249999702,0,3000,,,,,,,,,246.0,9754.0
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,28,locator_stop,62179756.37941122,25033729.422685497,-12.835787053951913,3000,49.81070983810717,10000.0,-2950.189290161893,,,,,,62179756.37941122,1981898.8287690552,5342734.130337833,3000,,,261403.47059999476,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,29,locator_stop,213148580.50063467,24999999.720603224,0.0,3000,33.58354324097428,10000.0,-2966.4164567590256,,,,,,213148580.50063467,1291664.8920464842,5432636.5029136855,3000,,,259179.15160000848,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,30,locator_stop,149784825.93817043,24999999.72060483,-14.582772254940311,3000,89.28125000000072,10000.0,-2910.718749999999,,,,,,149784825.93817043,1649310.0869780034,5318000.009299355,3000,,,258118.57380000583,0,3000,,,,,,,,,9340.0,660.0
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,31,locator_stop,191885761.89841604,25571101.33723102,-12.741568884277712,3000,32.81214109926157,10000.0,-2967.1878589007383,,,,,,191885761.89841604,3532320.428142448,5560670.357281776,3000,,,244984.25499998848,0,3000,,,,,,,,,382.0,9618.0
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,32,locator_stop,19454347.840183258,24999999.720603224,-14.639969825744629,3000,35.45921985815581,10000.0,-2964.540780141844,,,,,,19454347.840183258,2140847.42342146,5318000.005749557,3000,,,250757.234100005,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,33,locator_stop,401555628.0089178,25077824.843446374,-10.413345970989013,3000,82.6404958677686,10000.0,-2917.3595041322315,,,,,,401555628.0089178,1231895.0860256227,5392858.780897228,3000,,,255126.0142999963,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,34,locator_stop,219739641.44643068,25349026.69847423,-13.251250291687471,3000,79.99600000000082,10000.0,-2920.003999999999,,,,,,219739641.44643068,2300966.430643429,5426573.574083385,3000,,,253668.1024999998,0,3000,,,,,,,,,3613.0,6387.0
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,35,locator_stop,93966306.80439615,25001956.928173304,-13.448911198702849,3000,41.32024793388435,10000.0,-2958.6797520661157,,,,,,93966306.80439615,3077411.376002791,5319511.015234102,3000,,,255865.02969999856,0,3000,,,,,,,,,4606.0,5394.0
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,36,locator_stop,129626087.39075947,24999999.720603224,-12.733089447021484,3000,47.00117508813141,10000.0,-2952.9988249118687,,,,,,129626087.39075947,3947709.443907072,5318000.327746154,3000,,,260020.59529999678,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,37,locator_stop,64222584.742592335,30354521.31572223,-14.992863123271555,3000,35.490683229813996,10000.0,-2964.509316770186,,,,,,64222584.742592335,2862619.242984049,6393264.373303926,3000,,,257374.1319999972,0,3000,,,,,,,,,12.0,9988.0
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,38,locator_stop,124650450.80225992,34179114.53310894,-12.98937151712736,3000,33.52724224643741,10000.0,-2966.4727577535627,,,,,,124650450.80225992,146370.62321135867,7571870.356943013,3000,,,275598.3311000018,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,39,locator_stop,287115061.73367023,24999999.720603224,-15.665115356445312,3000,45.09357384441912,10000.0,-2954.906426155581,,,,,,287115061.73367023,3976000.461591596,5317999.989566717,3000,,,245448.622099997,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,40,locator_stop,56720615.70601368,25002393.51159083,-12.751858461536976,3000,56.09817671809256,10000.0,-2943.9018232819076,,,,,,56720615.70601368,613238.1806622343,5325107.069365521,3000,,,263025.1278999931,0,3000,,,,,,,,,196.0,9804.0
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,41,locator_stop,334653167.98670816,25595088.37331636,-11.869590234000219,3000,57.14000000000143,10000.0,-2942.8599999999988,,,,,,334653167.98670816,836214.4444668256,5516018.308067961,3000,,,265881.2372999964,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,42,locator_stop,14233922.124453068,24999999.744262718,-13.147336959635592,3000,129.02580645161564,10000.0,-2870.9741935483844,,,,,,14233922.124453068,1775442.6462695282,5318000.204825558,3000,,,263407.26419999555,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,43,locator_stop,27787638.22091198,24999999.720734812,-11.157871246318907,3000,106.377659574471,10000.0,-2893.622340425529,,,,,,27787638.22091198,6394376.904241545,5318001.77525158,3000,,,250267.2323000006,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,44,locator_stop,230784256.05190277,24999999.720603224,-13.161046028137207,3000,66.22185430463459,10000.0,-2933.7781456953653,,,,,,230784256.05190277,2959823.116569747,5318000.195854996,3000,,,254636.018899997,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,45,locator_stop,32241372.901364326,24999999.720603224,-13.668251037597656,3000,50.694550063371295,10000.0,-2949.3054499366285,,,,,,32241372.901364326,5752089.404187229,5318000.09793716,3000,,,253420.49540000153,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,46,locator_stop,16089655.248767376,24999999.720603224,-14.121508598327637,3000,62.30218068535731,10000.0,-2937.697819314643,,,,,,16089655.248767376,1782651.0559292305,5318000.043830153,3000,,,246353.515099996,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,47,locator_stop,69984556.22975588,24999999.720603224,-13.765841484069824,3000,53.40186915887833,10000.0,-2946.5981308411215,,,,,,69984556.22975588,2134207.514942659,5318000.084542228,3000,,,242302.65630000213,0,3000,,,,,,,,,9398.0,602.0
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,48,locator_stop,413491776.78551483,25000000.626752637,-6.8269045578861186e-6,3000,48.48242424242407,10000.0,-2951.5175757575757,,,,,,413491776.78551483,1932434.176593651,5318003.943551309,3000,,,255298.55439999665,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,49,locator_stop,162907943.98308706,25003105.208721116,-12.868683603516834,3000,37.556807511736885,10000.0,-2962.4431924882633,,,,,,162907943.98308706,1682788.4495348213,5319901.16051391,3000,,,260357.75529999228,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,50,locator_stop,250447995.35577297,47594488.915587984,-14.611276568387684,3000,53.83310901749712,10000.0,-2946.166890982503,,,,,,250447995.35577297,2600282.742435148,9841640.63406547,3000,,,253539.56190000463,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,51,locator_stop,353057466.6477418,68268236.69065091,-12.461641644791246,3000,61.06564885496255,10000.0,-2938.9343511450375,,,,,,353057466.6477418,308243.3617059272,14035496.0368358,3000,,,257342.6160999952,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,52,locator_stop,278118812.5922761,81536198.81669752,-13.14305712306327,3000,49.38024691357978,10000.0,-2950.61975308642,,,,,,278118812.5922761,195062.26222071424,16847521.653979324,3000,,,252609.64850000164,0,3000,,,,,,,,,123.0,9877.0
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,53,locator_stop,120717282.56157541,33320136.816027384,-14.180820323846405,3000,89.88314606741551,10000.0,-2910.1168539325845,,,,,,120717282.56157541,4766938.305447669,7211268.138833949,3000,,,251654.02050000557,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,54,locator_stop,235319891.49418926,94190357.90570873,-12.842997281607758,3000,68.48972602739708,10000.0,-2931.510273972603,,,,,,235319891.49418926,5927381.493472506,19300894.775593705,3000,,,268189.63949999306,0,3000,,,,,,,,,705.0,9295.0
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,55,locator_stop,418915004.15700674,24999999.720603224,-14.63573169708252,3000,107.52150537634533,10000.0,-2892.4784946236546,,,,,,418915004.15700674,2474212.519075515,5318000.007008483,3000,,,283414.40709999006,0,3000,,,,,,,,,304.0,9696.0
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,56,locator_stop,63147575.92193985,24999999.720603224,-14.866156578063965,3000,100.24561403508935,10000.0,-2899.754385964911,,,,,,63147575.92193985,5451428.590282828,5317999.994965711,3000,,,311195.16009998915,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,57,locator_stop,355123471.557641,25040791.051196616,-13.44715846050339,3000,125.38557993730451,10000.0,-2874.6144200626954,,,,,,355123471.557641,344580.74332143925,5387841.395734141,3000,,,282805.2750999923,0,3000,,,,,,,,,59.0,9941.0
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,58,locator_stop,356185716.8211832,25011232.074693732,-12.922735616550273,3000,45.86926605504639,10000.0,-2954.1307339449536,,,,,,356185716.8211832,2123350.0221185703,5329754.923115629,3000,,,252790.36290000658,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,59,locator_stop,63429684.78057718,25082061.294491485,-0.0009979142154891351,3000,62.399375975039746,10000.0,-2937.6006240249603,,,,,,63429684.78057718,5750748.3857893245,5762104.3468873035,3000,,,249124.44329999562,0,3000,,,,,,,,,1671.0,8329.0
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,60,locator_stop,27754258.544046402,25247935.900813214,-14.788149006301673,3000,76.77159309021091,10000.0,-2923.228406909789,,,,,,27754258.544046402,1213852.5121002328,5370396.602984082,3000,,,259578.6325999943,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,61,locator_stop,214803142.2539034,24999999.720603224,-12.840137481689453,3000,43.665938864628785,10000.0,-2956.334061135371,,,,,,214803142.2539034,1113229.2525794897,5318000.289074215,3000,,,260436.03669998993,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,62,locator_stop,195199774.01280546,37727043.99060481,-12.653428096668044,3000,67.79322033898386,10000.0,-2932.2067796610163,,,,,,195199774.01280546,3762451.3104002764,7898238.01510253,3000,,,245415.63689999748,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,63,locator_stop,219255570.7603588,25090343.523655407,-11.392625284263888,3000,40.68972533062071,10000.0,-2959.3102746693794,,,,,,219255570.7603588,4131798.9001711346,5370179.269791503,3000,,,229434.86350000603,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,64,locator_stop,39035893.56216049,24999999.72062313,-14.511610984802346,3000,108.69021739130926,10000.0,-2891.3097826086905,,,,,,39035893.56216049,3219308.7626712807,5318000.109529289,3000,,,249631.78250000055,0,3000,,,,,,,,,75.0,9925.0
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,65,locator_stop,122559437.82874012,24999999.720603224,0.0,3000,65.1433224755704,10000.0,-2934.8566775244294,,,,,,122559437.82874012,3834917.6303860955,5508082.62108711,3000,,,253752.42039999284,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,66,locator_stop,360768668.39018536,24999999.720603224,-13.351856231689453,3000,72.7236363636369,10000.0,-2927.276363636363,,,,,,360768668.39018536,195858.22234352306,5318000.153078711,3000,,,250782.4016999948,0,3000,,,,,,,,,664.0,9336.0
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,67,locator_stop,1157666.687986374,24999999.720603224,-5.821789902978589e-15,3000,41.065708418890765,10000.0,-2958.9342915811094,,,,,,1157666.687986374,3782492.001369822,5317999.989566718,3000,,,252941.6923999961,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,68,locator_stop,45690009.03834343,24999999.720603224,-14.354911804199219,3000,50.88804071246778,10000.0,-2949.111959287532,,,,,,45690009.03834343,2310978.013926139,5318000.0244029835,3000,,,255457.22840000235,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,69,locator_stop,143781267.59020853,29158799.564963147,-1.4996515770927952,3000,41.40579710144921,10000.0,-2958.594202898551,,,,,,143781267.59020853,830457.6778767128,7194037.279981965,3000,,,256126.53429999773,0,3000,,,,,,,,,2166.0,7834.0
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,70,locator_stop,239526537.68089914,25887823.245000865,-12.6277064436313,3000,38.23900573613785,10000.0,-2961.7609942638624,,,,,,239526537.68089914,2486840.973336354,5867929.6410468165,3000,,,253593.08849999798,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,71,locator_stop,39314641.540821075,25000000.122344848,-14.423074716595664,3000,41.8389121338913,10000.0,-2958.1610878661086,,,,,,39314641.540821075,899796.6545508988,5318000.104606752,3000,,,220089.98939998855,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,72,locator_stop,293845391.68564844,90628799.40671045,-13.769668503059819,3000,51.8780804150461,10000.0,-2948.121919584954,,,,,,293845391.68564844,699688.1875339714,18462200.043697894,3000,,,241462.33740000753,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,73,locator_stop,157320686.74060202,28120744.398371607,-14.59613200301801,3000,36.864516129032395,10000.0,-2963.1354838709676,,,,,,157320686.74060202,2851855.1132662585,6529756.976009973,3000,,,250759.17520000075,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,74,locator_stop,109900016.4014759,24999999.720603224,-12.87647819519043,3000,97.08252427184192,10000.0,-2902.917475728158,,,,,,109900016.4014759,1935960.1891114078,5318000.277162712,3000,,,269634.7381999949,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,75,locator_stop,193453282.6350646,36103294.99666728,-4.76877651409104,3000,35.5854092526692,10000.0,-2964.4145907473307,,,,,,193453282.6350646,3220699.107306307,9542305.405960621,3000,,,246161.02440000395,0,3000,,,,,,,,,1805.0,8195.0
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,76,locator_stop,204942357.5368104,24999999.720603224,0.0,3000,103.35400516796055,10000.0,-2896.6459948320394,,,,,,204942357.5368104,5067590.837508482,5697650.116693086,3000,,,252824.89770000393,0,3000,,,,,,,,,,
NVCenter-lorentzian,Gauss(0.01),GaussianMixture,90,3000,123,77,locator_stop,96204941.49417734,25007737.35467782,-11.58107801776707,3000,36.83057090239429,10000.0,-2963.1694290976056,,,,,,96204941.49417734,5193592.574878479,5319550.457526968,3000,,,259058.32240000018,0,3000,,,,,,,,,,
